celebrity_name,season,ballroom_partner,age,age_scaled,season,season_scaled,voting_phase,partner_id,partner_name,season_group,industry_Actor/Actress,industry_Astronaut,industry_Athlete,industry_Beauty Pagent,industry_Comedian,industry_Con Artist,industry_Conservationist,industry_Entrepreneur,industry_Fashion Designer,industry_Fitness Instructor,industry_Journalist,industry_Magician,industry_Military,industry_Model,industry_Motivational Speaker,industry_Musician,industry_News Anchor,industry_Politician,industry_Producer,industry_Racing Driver,industry_Radio Personality,industry_Singer/Rapper,industry_Social Media Personality,industry_Sports Broadcaster,industry_Tv Personality,placement,avg_score,last_week
AJ McLean,29,Cheryl Burke,42,0.23346987312887574,29,1.1017136071958198,3,10,Cheryl Burke,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,23.444422222222222,9
Nelly,29,Daniella Karagach,45,0.4514095994864295,29,1.1017136071958198,3,48,Daniella Karagach,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,22.954545454545453,11
Kaitlyn Bristowe,29,Artem Chigvintsev,35,-0.27505615503874975,29,1.1017136071958198,3,40,Artem Chigvintsev,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,26.0,11
Carole Baskin,29,Pasha Pashkov,59,1.4684616558216805,29,1.1017136071958198,3,46,Pasha Pashkov,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14,13.0,3
Monica Aldama,29,Valentin Chmerkovskiy,48,0.6693493258439833,29,1.1017136071958198,3,28,Valentin Chmerkovskiy,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,22.142857142857142,7
Jeannie Mai,29,Brandon Armstrong,41,0.1608232976763578,29,1.1017136071958198,3,45,Brandon Armstrong,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9,21.857142857142858,7
Martin Kove,30,Britt Stewart,75,2.6308068630619674,30,1.2044881315985319,3,47,Britt Stewart,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,14.0,2
Brian Austin Green,30,Sharna Burgess,48,0.6693493258439833,30,1.2044881315985319,3,32,Sharna Burgess,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,23.0,4
Melora Hardin,30,Artem Chigvintsev,54,1.1052287785590909,30,1.2044881315985319,3,40,Artem Chigvintsev,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,33.166666666666664,9
Matt James,30,Lindsay Arnold,29,-0.7109356077538573,30,1.2044881315985319,3,31,Lindsay Arnold,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,23.625,4
"Mike ""The Miz"" Mizanin",30,Witney Carson,40,0.08817672222383988,30,1.2044881315985319,3,38,Witney Carson,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,28.928571428571427,7
Suni Lee,30,Sasha Farber,18,-1.5100479377315545,30,1.2044881315985319,3,35,Sasha Farber,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,32.94444444444444,9
Iman Shumpert,30,Daniella Karagach,31,-0.5656424568488215,30,1.2044881315985319,3,48,Daniella Karagach,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,31.1,10
Cody Rigsby,30,Cheryl Burke,34,-0.3477027304912677,30,1.2044881315985319,3,10,Cheryl Burke,30,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,31.05,10
Melanie C,30,Gleb Savchenko,47,0.5967027503914654,30,1.2044881315985319,3,33,Gleb Savchenko,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,29.6,5
Jimmie Allen,30,Emma Slater,36,-0.20240957958623185,30,1.2044881315985319,3,34,Emma Slater,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,30.4375,8
Olivia Jade,30,Valentin Chmerkovskiy,21,-1.2921082113740008,30,1.2044881315985319,3,28,Valentin Chmerkovskiy,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8,32.625,8
JoJo Siwa,30,Jenna Johnson,18,-1.5100479377315545,30,1.2044881315985319,3,42,Jenna Johnson,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,35.9,10
Christine Chiu,30,Pasha Pashkov,38,-0.05711642868119598,30,1.2044881315985319,3,46,Pasha Pashkov,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14,23.333333333333332,3
Kenya Moore,30,Brandon Armstrong,50,0.8146424767490191,30,1.2044881315985319,3,45,Brandon Armstrong,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10,28.083333333333332,6
Amanda Kloots,30,Alan Bersten,39,0.015530146771321949,30,1.2044881315985319,3,44,Alan Bersten,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,34.95,10
Jason Lewis,31,Peta Murgatroyd,51,0.8872890522015371,31,1.3072626560012441,3,29,Peta Murgatroyd,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,18.0,1
Cheryl Ladd,31,Louis van Amstel,71,2.3402205612518956,31,1.3072626560012441,3,5,Louis van Amstel,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,22.0,3
Selma Blair,31,Sasha Farber,50,0.8146424767490191,31,1.3072626560012441,3,35,Sasha Farber,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,31.2,5
Joseph Baena,31,Daniella Karagach,24,-1.074168485016447,31,1.3072626560012441,3,48,Daniella Karagach,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,27.8,5
Trevor Donovan,31,Emma Slater,39,0.015530146771321949,31,1.3072626560012441,3,34,Emma Slater,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,31.833333333333332,9
Daniel Durant,31,Britt Stewart,32,-0.49299588139630357,31,1.3072626560012441,3,47,Britt Stewart,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,32.611111111111114,9
Wayne Brady,31,Witney Carson,50,0.8146424767490191,31,1.3072626560012441,3,38,Witney Carson,31,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,36.25,10
Sam Champion,31,Cheryl Burke,61,1.6137548067267165,31,1.3072626560012441,3,10,Cheryl Burke,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,13,24.0,4
Jessie James Decker,31,Alan Bersten,34,-0.3477027304912677,31,1.3072626560012441,3,44,Alan Bersten,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,28.333333333333332,6
Jordin Sparks,31,Brandon Armstrong,32,-0.49299588139630357,31,1.3072626560012441,3,45,Brandon Armstrong,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9,31.428571428571427,7
Heidi D'Amelio,31,Artem Chigvintsev,50,0.8146424767490191,31,1.3072626560012441,3,40,Artem Chigvintsev,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8,32.875,8
Charli D'Amelio,31,Mark Ballas,18,-1.5100479377315545,31,1.3072626560012441,3,18,Mark Ballas,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,37.9,10
Teresa Giudice,31,Pasha Pashkov,50,0.8146424767490191,31,1.3072626560012441,3,46,Pasha Pashkov,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15,21.5,2
Vinny Guadagnino,31,Koko Iwasaki,34,-0.3477027304912677,31,1.3072626560012441,3,49,Koko Iwasaki,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,26.9375,8
Shangela,31,Gleb Savchenko,40,0.08817672222383988,31,1.3072626560012441,3,33,Gleb Savchenko,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,34.55,10
Gabby Windey,31,Valentin Chmerkovskiy,31,-0.5656424568488215,31,1.3072626560012441,3,28,Valentin Chmerkovskiy,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,36.25,10
Jamie Lynn Spears,32,Alan Bersten,32,-0.49299588139630357,32,1.4100371804039562,3,44,Alan Bersten,32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,15.5,2
Mira Sorvino,32,Gleb Savchenko,55,1.177875354011609,32,1.4100371804039562,3,33,Gleb Savchenko,32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,20.8,5
Barry Williams,32,Peta Murgatroyd,68,2.122280834894342,32,1.4100371804039562,3,29,Peta Murgatroyd,32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,24.6875,8
Alyson Hannigan,32,Sasha Farber,49,0.7419959012965013,32,1.4100371804039562,3,35,Sasha Farber,32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,25.545454545454547,11
Xochitl Gomez,32,Valentin Chmerkovskiy,17,-1.5826945131840724,32,1.4100371804039562,3,28,Valentin Chmerkovskiy,32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,31.727272727272727,11
Adrian Peterson,32,Britt Stewart,38,-0.05711642868119598,32,1.4100371804039562,3,47,Britt Stewart,32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,19.0,4
Matt Walsh,32,Koko Iwasaki,58,1.3958150803691627,32,1.4100371804039562,3,49,Koko Iwasaki,32,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,12.0,1
Tyson Beckford,32,Jenna Johnson,52,0.959935627654055,32,1.4100371804039562,3,42,Jenna Johnson,32,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12,16.666666666666668,3
Jason Mraz,32,Daniella Karagach,46,0.5240561749389474,32,1.4100371804039562,3,48,Daniella Karagach,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,30.863636363636363,11
Lele Pons,32,Brandon Armstrong,27,-0.8562287586588933,32,1.4100371804039562,3,45,Brandon Armstrong,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8,26.642857142857142,7
Harry Jowsey,32,Rylee Arnold,26,-0.9288753341114111,32,1.4100371804039562,3,50,Rylee Arnold,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6,23.22222222222222,9
Mauricio Umansky,32,Emma Slater,53,1.032582203106573,32,1.4100371804039562,3,34,Emma Slater,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9,21.0,6
Charity Lawson,32,Artem Chigvintsev,27,-0.8562287586588933,32,1.4100371804039562,3,40,Artem Chigvintsev,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,30.636363636363637,11
Ariana Madix,32,Pasha Pashkov,38,-0.05711642868119598,32,1.4100371804039562,3,46,Pasha Pashkov,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,30.863636363636363,11
Tori Spelling,33,Pasha Pashkov,51,0.8872890522015371,33,1.5128117048066685,3,46,Pasha Pashkov,33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,18.0,2
Eric Roberts,33,Britt Stewart,68,2.122280834894342,33,1.5128117048066685,3,47,Britt Stewart,33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,17.666666666666668,3
Reginald VelJohnson,33,Emma Slater,74,2.5581602876094496,33,1.5128117048066685,3,34,Emma Slater,33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,17.333333333333332,3
Chandler Kinney,33,Brandon Armstrong,24,-1.074168485016447,33,1.5128117048066685,3,45,Brandon Armstrong,33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,29.055555555555557,9
Dwight Howard ,33,Daniella Karagach,38,-0.05711642868119598,33,1.5128117048066685,3,48,Daniella Karagach,33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,25.428571428571427,7
Danny Amendola,33,Witney Carson,39,0.015530146771321949,33,1.5128117048066685,3,38,Witney Carson,33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,26.77777777777778,9
Stephen Nedoroscik,33,Rylee Arnold,26,-0.9288753341114111,33,1.5128117048066685,3,50,Rylee Arnold,33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,26.88888888888889,9
Ilona Maher,33,Alan Bersten,28,-0.7835821832063753,33,1.5128117048066685,3,44,Alan Bersten,33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,25.77777777777778,9
Anna Delvey,33,Ezra Sosa,33,-0.4203493059437856,33,1.5128117048066685,3,51,Ezra Sosa,33,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,17.5,2
Brooks Nader,33,Gleb Savchenko,27,-0.8562287586588933,33,1.5128117048066685,3,33,Gleb Savchenko,33,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9,25.125,4
Phaedra Parks,33,Val Chmerkovskiy,51,0.8872890522015371,33,1.5128117048066685,3,52,Val Chmerkovskiy,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8,24.8,5
Jenn Tran,33,Sasha Farber,26,-0.9288753341114111,33,1.5128117048066685,3,35,Sasha Farber,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7,26.25,6
Joey Graziadei,33,Jenna Johnson,29,-0.7109356077538573,33,1.5128117048066685,3,42,Jenna Johnson,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,28.666666666666668,9
Corey Feldman,34,Jenna Johnson,54,1.1052287785590909,34,1.6155862292093806,3,42,Jenna Johnson,34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,12.0,2
Danielle Fishel,34,Pasha Pashkov,44,0.3787630240339116,34,1.6155862292093806,3,46,Pasha Pashkov,34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,26.25,8
Elaine Hendrix,34,Alan Bersten (Rashad Jennings week 9),55,1.177875354011609,34,1.6155862292093806,3,53,Alan Bersten (Rashad Jennings week 9),34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,27.909072727272726,11
Baron Davis,34,Britt Stewart,46,0.5240561749389474,34,1.6155862292093806,3,47,Britt Stewart,34,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,14.0,2
Jordan Chiles,34,Ezra Sosa (Apolo Anton Ohno week 9),24,-1.074168485016447,34,1.6155862292093806,3,54,Ezra Sosa (Apolo Anton Ohno week 9),34,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,29.5606,11
Andy Richter,34,Emma Slater/Kaitlyn Bristowe (week 9),59,1.4684616558216805,34,1.6155862292093806,3,55,Emma Slater/Kaitlyn Bristowe (week 9),34,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,22.666666666666668,9
Robert Irwin,34,Witney Carson (Xoshitl Gomez week 9),22,-1.219461635921483,34,1.6155862292093806,3,56,Witney Carson (Xoshitl Gomez week 9),34,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,30.196963636363638,11
Hilaria Baldwin,34,Gleb Savchenko,41,0.1608232976763578,34,1.6155862292093806,3,33,Gleb Savchenko,34,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,20.0,4
Lauren Jauregui,34,Brandon Armstrong,29,-0.7109356077538573,34,1.6155862292093806,3,45,Brandon Armstrong,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12,17.333333333333332,3
Scott Hoying,34,Rylee Arnold,34,-0.3477027304912677,34,1.6155862292093806,3,50,Rylee Arnold,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10,21.5,6
Alix Earle,34,Val Chmerkovskiy (Joey Graziadei week 9),24,-1.074168485016447,34,1.6155862292093806,3,57,Val Chmerkovskiy (Joey Graziadei week 9),34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,30.136363636363637,11
Jen Affleck,34,Jan Ravnik,26,-0.9288753341114111,34,1.6155862292093806,3,58,Jan Ravnik,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9,24.428571428571427,7
Whitney Leavitt,34,Mark Ballas,32,-0.49299588139630357,34,1.6155862292093806,3,18,Mark Ballas,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6,31.05,10
Dylan Efron,34,Daniella Karagach (Rumer Willis week 9),33,-0.4203493059437856,34,1.6155862292093806,3,59,Daniella Karagach (Rumer Willis week 9),34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,28.98483636363636,11
