celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,last_valid_week,judge_count,elimination_week,is_usa,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,total_weeks_participated,avg_score_all_weeks,max_weekly_score,min_weekly_score,score_improvement,partner_id,ind_Actor/Actress,ind_Astronaut,ind_Athlete,ind_Beauty Pagent,ind_Comedian,ind_Con Artist,ind_Conservationist,ind_Entrepreneur,ind_Fashion Designer,ind_Fitness Instructor,ind_Journalist,ind_Magician,ind_Military,ind_Model,ind_Motivational Speaker,ind_Musician,ind_News Anchor,ind_Politician,ind_Producer,ind_Racing Driver,ind_Radio Personality,ind_Singer/Rapper,ind_Social Media Personality,ind_Sports Broadcaster,ind_Tv Personality,voting_rule_phase
Bristol Palin,Mark Ballas,Tv Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,10,4,0,1,18.0,6.0,22.0,7.333333333333333,19.0,6.333333333333333,16.0,5.333333333333333,18.0,6.0,27.9998,9.333266666666667,32.5,8.125,23.5,7.833333333333333,26.5,8.833333333333334,25.666600000000003,8.555533333333335,,,10,7.368046666666666,32.5,16.0,2.5555333333333348,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,9,4,9,1,24.0,8.0,21.0,7.0,21.0,7.0,25.0,8.333333333333334,22.0,7.333333333333333,24.0,8.0,33.0,8.25,23.0,7.666666666666667,24.0,8.0,,,,,9,7.731481481481483,33.0,21.0,0.0,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,10,4,0,1,21.0,7.0,18.0,6.0,23.0,7.666666666666667,26.0,8.666666666666666,26.0,8.666666666666666,28.0,9.333333333333334,32.0,8.0,27.5,9.166666666666666,36.5,12.166666666666666,29.666600000000003,9.888866666666667,,,10,8.655553333333334,36.5,18.0,2.888866666666667,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,10,4,0,1,23.0,7.666666666666667,20.0,6.666666666666667,21.0,7.0,22.0,7.333333333333333,23.0,7.666666666666667,26.0,8.666666666666666,30.0,7.5,26.5,8.833333333333334,27.0,9.0,27.999899999999997,9.3333,,,10,7.966663333333334,30.0,20.0,1.6666333333333325,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,10,4,0,0,21.0,7.0,23.0,7.666666666666667,25.0,8.333333333333334,25.0,8.333333333333334,27.0,9.0,27.0,9.0,33.0,8.25,27.0,9.0,30.0,10.0,29.666600000000003,9.888866666666667,,,10,8.64722,33.0,21.0,2.888866666666667,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4,4,4,1,17.0,5.666666666666667,17.0,5.666666666666667,20.0,6.666666666666667,21.0,7.0,,,,,,,,,,,,,,,4,6.25,21.0,17.0,1.333333333333333,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6,4,6,1,19.0,6.333333333333333,23.0,7.666666666666667,21.0,7.0,23.0,7.666666666666667,26.0,8.666666666666666,22.0,7.333333333333333,,,,,,,,,,,6,7.4444444444444455,26.0,19.0,1.0,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5,4,5,0,18.0,6.0,18.0,6.0,25.0,8.333333333333334,23.0,7.666666666666667,22.0,7.333333333333333,,,,,,,,,,,,,5,7.066666666666667,25.0,18.0,1.333333333333333,25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2,4,2,1,13.0,4.333333333333333,17.0,5.666666666666667,,,,,,,,,,,,,,,,,,,2,5.0,17.0,13.0,1.333333333333334,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8,4,8,1,19.0,6.333333333333333,23.0,7.666666666666667,20.0,6.666666666666667,23.0,7.666666666666667,26.0,8.666666666666666,28.0,9.333333333333334,30.0,7.5,26.0,8.666666666666666,,,,,,,8,7.8125,30.0,19.0,2.333333333333333,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
Wendy Williams,Tony Dovolani,Tv Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,4,3,1,14.0,4.666666666666667,17.0,5.666666666666667,15.0,5.0,,,,,,,,,,,,,,,,,3,5.111111111111112,17.0,14.0,0.33333333333333304,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
Kendra Wilkinson,Louis van Amstel,Tv Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7,4,7,1,18.0,6.0,19.0,6.333333333333333,23.0,7.666666666666667,18.0,6.0,22.0,7.333333333333333,25.0,8.333333333333334,30.5,7.625,,,,,,,,,7,7.041666666666667,30.5,18.0,1.625,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2,4,2,0,15.0,5.0,21.0,7.0,,,,,,,,,,,,,,,,,,,2,6.0,21.0,15.0,2.0,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7,4,7,1,18.0,6.0,18.0,6.0,24.0,8.0,23.0,7.666666666666667,25.0,8.333333333333334,23.0,7.666666666666667,23.5,7.833333333333333,,,,,,,,,7,7.357142857142857,25.0,18.0,1.833333333333333,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,10,4,0,1,20.0,6.666666666666667,23.0,7.666666666666667,27.0,9.0,29.0,9.666666666666666,24.0,8.0,29.0,9.666666666666666,26.5,8.833333333333334,26.0,8.666666666666666,33.4999,11.166633333333332,27.999899999999997,9.3333,,,10,8.86666,33.4999,20.0,2.6666333333333325,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,10,4,0,1,22.0,7.333333333333333,22.0,7.333333333333333,26.0,8.666666666666666,26.0,8.666666666666666,28.0,9.333333333333334,29.0,9.666666666666666,24.0,8.0,30.0,10.0,28.0,9.333333333333334,28.1665,9.388833333333332,,,10,8.772216666666667,30.0,22.0,2.0554999999999994,12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1,4,1,1,14.0,4.666666666666667,,,,,,,,,,,,,,,,,,,,,1,4.666666666666667,14.0,14.0,,29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,9,4,9,1,21.0,7.0,19.0,6.333333333333333,24.0,8.0,24.0,8.0,24.0,8.0,20.0,6.666666666666667,25.0,8.333333333333334,26.0,8.666666666666666,24.4998,8.1666,,,,,9,7.685177777777778,26.0,19.0,1.1666000000000007,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4,4,4,1,22.0,7.333333333333333,21.0,7.0,26.0,8.666666666666666,21.0,7.0,,,,,,,,,,,,,,,4,7.5,26.0,21.0,-0.33333333333333304,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
Kristin Cavallari,Mark Ballas,Tv Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,4,3,1,19.0,6.333333333333333,22.0,7.333333333333333,24.0,8.0,,,,,,,,,,,,,,,,,3,7.222222222222221,24.0,19.0,1.666666666666667,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
Carson Kressley,Anna Trebunskaya,Tv Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5,4,5,1,17.0,5.666666666666667,18.0,6.0,23.0,7.666666666666667,20.0,6.666666666666667,19.0,6.333333333333333,,,,,,,,,,,,,5,6.466666666666667,23.0,17.0,0.6666666666666661,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
Chaz Bono,Lacey Schwimmer,Tv Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6,4,6,1,17.0,5.666666666666667,17.0,5.666666666666667,18.0,6.0,21.0,7.0,21.0,7.0,19.0,6.333333333333333,,,,,,,,,,,6,6.277777777777779,21.0,17.0,0.6666666666666661,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
Nancy Grace,Tristan MacManus,Tv Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8,4,8,1,16.0,5.333333333333333,21.0,7.0,21.0,7.0,21.0,7.0,22.0,7.333333333333333,24.0,8.0,22.0,7.333333333333333,22.0,7.333333333333333,,,,,,,8,7.041666666666666,24.0,16.0,2.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
Rob Kardashian,Cheryl Burke,Tv Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,10,4,0,1,16.0,5.333333333333333,21.0,7.0,24.0,8.0,24.0,8.0,25.0,8.333333333333334,22.0,7.333333333333333,25.5,8.5,25.5,8.5,32.4998,10.833266666666667,28.333199999999998,9.4444,,,10,8.127766666666668,32.4998,16.0,4.111066666666667,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,10,4,0,0,24.0,8.0,25.0,8.333333333333334,28.0,9.333333333333334,22.0,7.333333333333333,29.0,9.666666666666666,36.0,12.0,26.5,8.833333333333334,28.5,9.5,29.0,9.666666666666666,29.666600000000003,9.888866666666667,,,10,9.255553333333335,36.0,22.0,1.888866666666667,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,4,3,1,23.0,7.666666666666667,21.0,7.0,24.0,8.0,,,,,,,,,,,,,,,,,3,7.555555555555556,24.0,21.0,0.33333333333333304,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4,4,4,1,23.0,7.666666666666667,23.0,7.666666666666667,24.0,8.0,21.0,7.0,,,,,,,,,,,,,,,4,7.583333333333334,24.0,21.0,-0.666666666666667,28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7,4,7,1,26.0,8.666666666666666,22.0,7.333333333333333,25.0,8.333333333333334,22.0,7.333333333333333,24.0,8.0,36.9998,12.333266666666667,25.5,8.5,,,,,,,,,7,8.642847619047618,36.9998,22.0,-0.16666666666666607,14,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8,4,8,1,23.0,7.666666666666667,26.0,8.666666666666666,25.0,8.333333333333334,26.0,8.666666666666666,26.0,8.666666666666666,27.9998,9.333266666666667,26.0,8.666666666666666,28.0,9.333333333333334,,,,,,,8,8.666658333333332,28.0,23.0,1.666666666666667,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8,4,8,1,20.0,6.666666666666667,20.0,6.666666666666667,24.0,8.0,22.0,7.333333333333333,21.0,7.0,30.0,10.0,23.5,7.833333333333333,25.5,8.5,,,,,,,8,7.749999999999999,30.0,20.0,1.833333333333333,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2,4,2,0,20.0,6.666666666666667,17.0,5.666666666666667,,,,,,,,,,,,,,,,,,,2,6.166666666666667,20.0,17.0,-1.0,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,10,4,0,1,21.0,7.0,24.0,8.0,26.0,8.666666666666666,27.0,9.0,27.0,9.0,33.9999,11.3333,26.5,8.833333333333334,27.5,9.166666666666666,28.5,9.5,29.666600000000003,9.888866666666667,,,10,9.038883333333334,33.9999,21.0,2.888866666666667,29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5,4,5,1,20.0,6.666666666666667,21.0,7.0,24.0,8.0,23.0,7.666666666666667,19.0,6.333333333333333,,,,,,,,,,,,,5,7.133333333333335,24.0,19.0,-0.3333333333333339,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6,4,6,1,23.0,7.666666666666667,19.0,6.333333333333333,24.0,8.0,20.0,6.666666666666667,22.0,7.333333333333333,24.0,8.0,,,,,,,,,,,6,7.333333333333333,24.0,19.0,0.33333333333333304,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,10,4,0,0,26.0,8.666666666666666,26.0,8.666666666666666,29.0,9.666666666666666,24.0,8.0,29.0,9.666666666666666,38.9999,12.999966666666666,27.0,9.0,27.5,9.166666666666666,28.0,9.333333333333334,30.0,10.0,,,10,9.516663333333332,38.9999,24.0,1.333333333333334,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
Maria Menounos,Derek Hough,Tv Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,0.0,0.0,0.0,,,,,,9,4,9,1,21.0,7.0,25.0,8.333333333333334,27.0,9.0,26.0,8.666666666666666,27.0,9.0,29.999899999999997,9.999966666666666,28.5,9.5,26.5,8.833333333333334,29.5,9.833333333333334,,,,,9,8.907403703703704,29.999899999999997,21.0,2.833333333333334,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8,4,8,0,24.0,8.0,25.5,8.5,25.5,8.5,39.5,9.875,28.25,9.416666666666666,27.5,9.166666666666666,33.4998,11.1666,29.2777,9.759233333333333,,,,,,,8,9.298020833333332,39.5,24.0,1.7592333333333325,29,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
