celebrity_name,season,week,voting_rule_phase,judge_count,weekly_total,weekly_avg,is_eliminated_this_week,placement
Jonathan Bennett,19,2,2,4,30.0,7.5,0,9
Jonathan Bennett,19,3,2,4,32.0,8.0,0,9
Jonathan Bennett,19,4,2,4,24.0,6.0,0,9
Jonathan Bennett,19,5,2,4,24.0,6.0,0,9
Jonathan Bennett,19,6,2,4,32.0,8.0,1,9
Lea Thompson,19,1,2,4,32.0,8.0,0,6
Lea Thompson,19,2,2,4,35.0,8.75,0,6
Lea Thompson,19,3,2,4,31.0,7.75,0,6
Lea Thompson,19,4,2,4,39.0,9.75,0,6
Lea Thompson,19,5,2,4,34.0,8.5,0,6
Lea Thompson,19,6,2,4,32.0,8.0,0,6
Lea Thompson,19,7,2,4,35.0,8.75,0,6
Lea Thompson,19,8,2,4,32.0,8.0,0,6
Lea Thompson,19,9,2,4,35.0,8.75,1,6
Janel Parrish,19,1,2,4,29.0,7.25,0,3
Janel Parrish,19,2,2,4,34.0,8.5,0,3
Janel Parrish,19,3,2,4,40.0,10.0,0,3
Janel Parrish,19,4,2,4,36.0,9.0,0,3
Janel Parrish,19,5,2,4,33.0,8.25,0,3
Janel Parrish,19,6,2,4,33.0,8.25,0,3
Janel Parrish,19,7,2,4,33.5,8.375,0,3
Janel Parrish,19,8,2,4,43.0,10.75,0,3
Janel Parrish,19,9,2,4,38.5,9.625,0,3
Janel Parrish,19,10,2,4,39.0,9.75,0,3
Janel Parrish,19,11,2,4,38.99980000000001,9.749950000000002,0,3
Alfonso Ribeiro,19,1,2,4,36.0,9.0,0,1
Alfonso Ribeiro,19,2,2,4,32.0,8.0,0,1
Alfonso Ribeiro,19,3,2,4,32.0,8.0,0,1
Alfonso Ribeiro,19,4,2,4,40.0,10.0,0,1
Alfonso Ribeiro,19,5,2,4,34.0,8.5,0,1
Alfonso Ribeiro,19,6,2,4,39.0,9.75,0,1
Alfonso Ribeiro,19,7,2,4,34.0,8.5,0,1
Alfonso Ribeiro,19,8,2,4,41.0,10.25,0,1
Alfonso Ribeiro,19,9,2,4,38.5,9.625,0,1
Alfonso Ribeiro,19,10,2,4,37.5,9.375,0,1
Alfonso Ribeiro,19,11,2,4,40.0,10.0,0,1
Lolo Jones,19,1,2,4,22.0,5.5,1,13
Randy Couture,19,1,2,4,31.0,7.75,0,11
Randy Couture,19,2,2,4,28.0,7.0,0,11
Randy Couture,19,3,2,4,26.0,6.5,1,11
Tommy Chong,19,1,2,4,27.0,6.75,0,5
Tommy Chong,19,2,2,4,28.0,7.0,0,5
Tommy Chong,19,3,2,4,34.0,8.5,0,5
Tommy Chong,19,4,2,4,28.0,7.0,0,5
Tommy Chong,19,5,2,4,23.0,5.75,0,5
Tommy Chong,19,6,2,4,28.0,7.0,0,5
Tommy Chong,19,7,2,4,30.0,7.5,0,5
Tommy Chong,19,8,2,4,29.0,7.25,0,5
Tommy Chong,19,9,2,4,28.5,7.125,0,5
Tommy Chong,19,10,2,4,31.0,7.75,1,5
Betsey Johnson,19,1,2,4,20.0,5.0,0,10
Betsey Johnson,19,2,2,4,28.0,7.0,0,10
Betsey Johnson,19,3,2,4,29.0,7.25,0,10
Betsey Johnson,19,4,2,4,29.0,7.25,1,10
Michael Waltrip,19,1,2,4,25.0,6.25,0,7
Michael Waltrip,19,2,2,4,24.0,6.0,0,7
Michael Waltrip,19,3,2,4,28.0,7.0,0,7
Michael Waltrip,19,4,2,4,25.0,6.25,0,7
Michael Waltrip,19,5,2,4,20.0,5.0,0,7
Michael Waltrip,19,6,2,4,30.0,7.5,0,7
Michael Waltrip,19,7,2,4,28.0,7.0,0,7
Michael Waltrip,19,8,2,4,25.0,6.25,1,7
Tavis Smiley,19,1,2,4,29.0,7.25,0,12
Tavis Smiley,19,2,2,4,28.0,7.0,1,12
Bethany Mota,19,1,2,4,32.0,8.0,0,4
Bethany Mota,19,2,2,4,33.0,8.25,0,4
Bethany Mota,19,3,2,4,40.0,10.0,0,4
Bethany Mota,19,4,2,4,33.0,8.25,0,4
Bethany Mota,19,5,2,4,32.0,8.0,0,4
Bethany Mota,19,6,2,4,36.0,9.0,0,4
Bethany Mota,19,7,2,4,37.5,9.375,0,4
Bethany Mota,19,8,2,4,40.0,10.0,0,4
Bethany Mota,19,9,2,4,37.0,9.25,0,4
Bethany Mota,19,10,2,4,38.0,9.5,0,4
Bethany Mota,19,11,2,4,38.0,9.5,1,4
Sadie Robertson,19,1,2,4,34.0,8.5,0,2
Sadie Robertson,19,2,2,4,31.0,7.75,0,2
Sadie Robertson,19,3,2,4,32.0,8.0,0,2
Sadie Robertson,19,4,2,4,37.0,9.25,0,2
Sadie Robertson,19,5,2,4,36.0,9.0,0,2
Sadie Robertson,19,6,2,4,35.0,8.75,0,2
Sadie Robertson,19,7,2,4,31.0,7.75,0,2
Sadie Robertson,19,8,2,4,38.0,9.5,0,2
Sadie Robertson,19,9,2,4,36.5,9.125,0,2
Sadie Robertson,19,10,2,4,37.0,9.25,0,2
Sadie Robertson,19,11,2,4,39.333200000000005,9.833300000000001,0,2
Suzanne Somers,20,1,2,4,25.0,6.25,0,9
Suzanne Somers,20,2,2,4,28.0,7.0,0,9
Suzanne Somers,20,3,2,4,25.0,6.25,0,9
Suzanne Somers,20,4,2,4,28.0,7.0,0,9
Suzanne Somers,20,5,2,4,28.0,7.0,1,9
Willow Shields,20,1,2,4,25.0,6.25,0,7
Willow Shields,20,2,2,4,32.0,8.0,0,7
Willow Shields,20,3,2,4,32.0,8.0,0,7
Willow Shields,20,4,2,4,39.0,9.75,0,7
Willow Shields,20,5,2,4,34.0,8.5,0,7
Willow Shields,20,6,2,4,36.5,9.125,0,7
Willow Shields,20,7,2,4,39.0,9.75,1,7
Riker Lynch,20,1,2,4,31.0,7.75,0,2
Riker Lynch,20,2,2,4,32.0,8.0,0,2
Riker Lynch,20,3,2,4,34.0,8.5,0,2
Riker Lynch,20,4,2,4,34.0,8.5,0,2
Riker Lynch,20,5,2,4,38.0,9.5,0,2
Riker Lynch,20,6,2,4,38.0,9.5,0,2
Riker Lynch,20,7,2,4,37.0,9.25,0,2
Riker Lynch,20,8,2,4,39.0,9.75,0,2
Riker Lynch,20,9,2,4,40.0,10.0,0,2
Riker Lynch,20,10,2,4,40.0,10.0,0,2
Rumer Willis,20,1,2,4,32.0,8.0,0,1
Rumer Willis,20,2,2,4,32.0,8.0,0,1
Rumer Willis,20,3,2,4,33.0,8.25,0,1
Rumer Willis,20,4,2,4,35.0,8.75,0,1
Rumer Willis,20,5,2,4,39.0,9.75,0,1
Rumer Willis,20,6,2,4,35.5,8.875,0,1
Rumer Willis,20,7,2,4,37.0,9.25,0,1
Rumer Willis,20,8,2,4,40.0,10.0,0,1
Rumer Willis,20,9,2,4,39.0,9.75,0,1
Rumer Willis,20,10,2,4,40.0,10.0,0,1
Nastia Liukin,20,1,2,4,30.0,7.5,0,4
Nastia Liukin,20,2,2,4,34.0,8.5,0,4
Nastia Liukin,20,3,2,4,34.0,8.5,0,4
Nastia Liukin,20,4,2,4,36.0,9.0,0,4
Nastia Liukin,20,5,2,4,38.0,9.5,0,4
Nastia Liukin,20,6,2,4,36.5,9.125,0,4
Nastia Liukin,20,7,2,4,41.0,10.25,0,4
Nastia Liukin,20,8,2,4,38.0,9.5,0,4
Nastia Liukin,20,9,2,4,40.0,10.0,1,4
Michael Sam,20,1,2,4,26.0,6.5,0,10
Michael Sam,20,2,2,4,28.0,7.0,0,10
Michael Sam,20,3,2,4,24.0,6.0,0,10
Michael Sam,20,4,2,4,30.0,7.5,1,10
Robert Herjavec,20,1,2,4,28.0,7.0,0,6
Robert Herjavec,20,2,2,4,28.0,7.0,0,6
Robert Herjavec,20,3,2,4,29.0,7.25,0,6
Robert Herjavec,20,4,2,4,34.0,8.5,0,6
Robert Herjavec,20,5,2,4,24.0,6.0,0,6
Robert Herjavec,20,6,2,4,33.5,8.375,0,6
Robert Herjavec,20,7,2,4,31.0,7.75,0,6
Robert Herjavec,20,8,2,4,31.0,7.75,1,6
Charlotte McKinney,20,1,2,4,22.0,5.5,0,11
Charlotte McKinney,20,2,2,4,26.0,6.5,0,11
Charlotte McKinney,20,3,2,4,22.0,5.5,1,11
Noah Galloway,20,1,2,4,26.0,6.5,0,3
Noah Galloway,20,2,2,4,27.0,6.75,0,3
Noah Galloway,20,3,2,4,30.0,7.5,0,3
Noah Galloway,20,4,2,4,32.0,8.0,0,3
Noah Galloway,20,5,2,4,28.0,7.0,0,3
Noah Galloway,20,6,2,4,34.0,8.5,0,3
Noah Galloway,20,7,2,4,38.0,9.5,0,3
Noah Galloway,20,8,2,4,31.5,7.875,0,3
Noah Galloway,20,9,2,4,38.0,9.5,0,3
Noah Galloway,20,10,2,4,36.0,9.0,0,3
Redfoo,20,1,2,4,22.0,5.5,0,12
Redfoo,20,2,2,4,31.0,7.75,1,12
Patti LaBelle,20,1,2,4,25.0,6.25,0,8
Patti LaBelle,20,2,2,4,28.0,7.0,0,8
Patti LaBelle,20,3,2,4,22.0,5.5,0,8
Patti LaBelle,20,4,2,4,30.0,7.5,0,8
Patti LaBelle,20,5,2,4,27.0,6.75,0,8
Patti LaBelle,20,6,2,4,34.0,8.5,1,8
Chris Soules,20,1,2,4,26.0,6.5,0,5
Chris Soules,20,2,2,4,21.0,5.25,0,5
Chris Soules,20,3,2,4,28.0,7.0,0,5
Chris Soules,20,4,2,4,27.0,6.75,0,5
Chris Soules,20,5,2,4,27.0,6.75,0,5
Chris Soules,20,6,2,4,35.0,8.75,0,5
Chris Soules,20,7,2,4,31.0,7.75,0,5
Chris Soules,20,8,2,4,32.0,8.0,1,5
Gary Busey,21,1,2,4,15.0,5.0,0,10
Gary Busey,21,2,2,4,16.5,5.5,0,10
Gary Busey,21,3,2,4,25.0,6.25,0,10
Gary Busey,21,4,2,4,16.0,5.333333333333333,1,10
Alexa PenaVega,21,1,2,4,22.0,7.333333333333333,0,6
Alexa PenaVega,21,2,2,4,23.0,7.666666666666667,0,6
Alexa PenaVega,21,3,2,4,36.0,9.0,0,6
Alexa PenaVega,21,4,2,4,21.0,7.0,0,6
Alexa PenaVega,21,5,2,4,40.0,10.0,0,6
Alexa PenaVega,21,6,2,4,30.0,7.5,0,6
Alexa PenaVega,21,7,2,4,27.5,9.166666666666666,0,6
Alexa PenaVega,21,8,2,4,26.9998,8.999933333333333,0,6
Alexa PenaVega,21,9,2,4,30.0,10.0,1,6
Carlos PenaVega,21,1,2,4,23.0,7.666666666666667,0,4
Carlos PenaVega,21,2,2,4,22.5,7.5,0,4
Carlos PenaVega,21,3,2,4,31.0,7.75,0,4
Carlos PenaVega,21,4,2,4,25.0,8.333333333333334,0,4
Carlos PenaVega,21,5,2,4,39.0,9.75,0,4
Carlos PenaVega,21,6,2,4,38.0,9.5,0,4
Carlos PenaVega,21,7,2,4,28.0,9.333333333333334,0,4
Carlos PenaVega,21,8,2,4,28.9998,9.6666,0,4
Carlos PenaVega,21,9,2,4,27.0,9.0,0,4
Carlos PenaVega,21,10,2,4,31.5,10.5,0,4
Carlos PenaVega,21,11,2,4,30.0,10.0,1,4
Victor Espinoza,21,1,2,4,15.0,5.0,0,12
Victor Espinoza,21,2,2,4,18.5,6.166666666666667,1,12
Alek Skarlatos,21,1,2,4,22.0,7.333333333333333,0,3
Alek Skarlatos,21,2,2,4,22.5,7.5,0,3
Alek Skarlatos,21,3,2,4,33.0,8.25,0,3
Alek Skarlatos,21,4,2,4,24.0,8.0,0,3
Alek Skarlatos,21,5,2,4,29.0,7.25,0,3
Alek Skarlatos,21,6,2,4,30.0,7.5,0,3
Alek Skarlatos,21,7,2,4,26.5,8.833333333333334,0,3
Alek Skarlatos,21,8,2,4,25.0,8.333333333333334,0,3
Alek Skarlatos,21,9,2,4,25.5,8.5,0,3
Alek Skarlatos,21,10,2,4,28.5,9.5,0,3
Alek Skarlatos,21,11,2,4,27.999899999999997,9.3333,0,3
Chaka Khan,21,1,2,4,13.0,4.333333333333333,0,13
Chaka Khan,21,2,2,4,15.0,5.0,1,13
Andy Grammer,21,1,2,4,21.0,7.0,0,7
Andy Grammer,21,2,2,4,22.0,7.333333333333333,0,7
Andy Grammer,21,3,2,4,29.0,7.25,0,7
Andy Grammer,21,4,2,4,23.0,7.666666666666667,0,7
Andy Grammer,21,5,2,4,36.0,9.0,0,7
Andy Grammer,21,6,2,4,40.0,10.0,0,7
Andy Grammer,21,7,2,4,28.0,9.333333333333334,0,7
Andy Grammer,21,8,2,4,23.9998,7.999933333333334,1,7
Tamar Braxton,21,1,2,4,23.0,7.666666666666667,0,5
Tamar Braxton,21,2,2,4,24.5,8.166666666666666,0,5
Tamar Braxton,21,3,2,4,33.0,8.25,0,5
Tamar Braxton,21,4,2,4,27.0,9.0,0,5
Tamar Braxton,21,5,2,4,29.0,7.25,0,5
Tamar Braxton,21,6,2,4,40.0,10.0,0,5
Tamar Braxton,21,7,2,4,27.0,9.0,0,5
Tamar Braxton,21,8,2,4,28.0,9.333333333333334,0,5
Tamar Braxton,21,9,2,4,24.5,8.166666666666666,0,5
Nick Carter,21,1,2,4,24.0,8.0,0,2
Nick Carter,21,2,2,4,22.5,7.5,0,2
Nick Carter,21,3,2,4,36.0,9.0,0,2
Nick Carter,21,4,2,4,27.0,9.0,0,2
Nick Carter,21,5,2,4,35.0,8.75,0,2
Nick Carter,21,6,2,4,39.0,9.75,0,2
Nick Carter,21,7,2,4,27.0,9.0,0,2
Nick Carter,21,8,2,4,33.0,11.0,0,2
Nick Carter,21,9,2,4,27.5,9.166666666666666,0,2
Nick Carter,21,10,2,4,27.0,9.0,0,2
Nick Carter,21,11,2,4,30.0,10.0,0,2
Hayes Grier,21,1,2,4,21.0,7.0,0,8
Hayes Grier,21,2,2,4,22.5,7.5,0,8
Hayes Grier,21,3,2,4,30.0,7.5,0,8
Hayes Grier,21,4,2,4,27.0,9.0,0,8
Hayes Grier,21,5,2,4,30.0,7.5,0,8
Hayes Grier,21,6,2,4,32.0,8.0,0,8
Hayes Grier,21,7,2,4,28.0,9.333333333333334,1,8
Bindi Irwin,21,1,2,4,24.0,8.0,0,1
Bindi Irwin,21,2,2,4,24.0,8.0,0,1
Bindi Irwin,21,3,2,4,32.0,8.0,0,1
Bindi Irwin,21,4,2,4,28.0,9.333333333333334,0,1
Bindi Irwin,21,5,2,4,37.0,9.25,0,1
Bindi Irwin,21,6,2,4,40.0,10.0,0,1
Bindi Irwin,21,7,2,4,29.0,9.666666666666666,0,1
Bindi Irwin,21,8,2,4,28.0,9.333333333333334,0,1
Bindi Irwin,21,9,2,4,30.0,10.0,0,1
Bindi Irwin,21,10,2,4,31.5,10.5,0,1
Bindi Irwin,21,11,2,4,30.0,10.0,0,1
Kim Zolciak-Biermann,21,1,2,4,12.0,4.0,0,11
Kim Zolciak-Biermann,21,2,2,4,18.5,6.166666666666667,0,11
Paula Deen,21,1,2,4,15.0,5.0,0,9
Paula Deen,21,2,2,4,18.5,6.166666666666667,0,9
Paula Deen,21,3,2,4,20.0,5.0,0,9
Paula Deen,21,4,2,4,18.0,6.0,0,9
Paula Deen,21,5,2,4,26.0,6.5,0,9
Paula Deen,21,6,2,4,24.0,6.0,1,9
Mischa Barton,22,1,2,4,16.0,5.333333333333333,0,11
Mischa Barton,22,2,2,4,15.0,5.0,0,11
Mischa Barton,22,3,2,4,18.0,6.0,1,11
Kim Fields,22,1,2,4,20.0,6.666666666666667,0,8
Kim Fields,22,2,2,4,19.0,6.333333333333333,0,8
Kim Fields,22,3,2,4,22.0,7.333333333333333,0,8
Kim Fields,22,4,2,4,32.0,8.0,0,8
Kim Fields,22,5,2,4,28.0,7.0,0,8
Kim Fields,22,6,2,4,24.0,8.0,0,8
Kim Fields,22,7,2,4,26.0,8.666666666666666,1,8
Jodie Sweetin,22,1,2,4,20.0,6.666666666666667,0,6
Jodie Sweetin,22,2,2,4,21.0,7.0,0,6
Jodie Sweetin,22,3,2,4,23.0,7.666666666666667,0,6
Jodie Sweetin,22,4,2,4,27.0,6.75,0,6
Jodie Sweetin,22,5,2,4,35.0,8.75,0,6
Jodie Sweetin,22,6,2,4,25.0,8.333333333333334,0,6
Jodie Sweetin,22,7,2,4,25.5,8.5,0,6
Jodie Sweetin,22,8,2,4,30.0,10.0,1,6
Doug Flutie,22,1,2,4,15.0,5.0,0,9
Doug Flutie,22,2,2,4,20.0,6.666666666666667,0,9
Doug Flutie,22,3,2,4,20.0,6.666666666666667,0,9
Doug Flutie,22,4,2,4,24.0,6.0,0,9
Doug Flutie,22,5,2,4,28.0,7.0,0,9
Doug Flutie,22,6,2,4,21.0,7.0,1,9
Von Miller,22,1,2,4,21.0,7.0,0,7
Von Miller,22,2,2,4,20.0,6.666666666666667,0,7
Von Miller,22,3,2,4,20.0,6.666666666666667,0,7
Von Miller,22,4,2,4,32.0,8.0,0,7
Von Miller,22,5,2,4,29.0,7.25,0,7
Von Miller,22,6,2,4,24.0,8.0,0,7
Von Miller,22,7,2,4,26.0,8.666666666666666,1,7
Antonio Brown,22,1,2,4,21.0,7.0,0,5
Antonio Brown,22,2,2,4,19.0,6.333333333333333,0,5
Antonio Brown,22,3,2,4,20.0,6.666666666666667,0,5
Antonio Brown,22,4,2,4,35.0,8.75,0,5
Antonio Brown,22,5,2,4,26.0,6.5,0,5
Antonio Brown,22,6,2,4,27.0,9.0,0,5
Antonio Brown,22,7,2,4,26.0,8.666666666666666,0,5
Antonio Brown,22,8,2,4,27.0,9.0,0,5
Antonio Brown,22,9,2,4,27.5,9.166666666666666,1,5
Paige VanZant,22,1,2,4,21.0,7.0,0,2
Paige VanZant,22,2,2,4,24.0,8.0,0,2
Paige VanZant,22,3,2,4,23.0,7.666666666666667,0,2
Paige VanZant,22,4,2,4,36.0,9.0,0,2
Paige VanZant,22,5,2,4,31.0,7.75,0,2
Paige VanZant,22,6,2,4,28.0,9.333333333333334,0,2
Paige VanZant,22,7,2,4,27.5,9.166666666666666,0,2
Paige VanZant,22,8,2,4,28.0,9.333333333333334,0,2
Paige VanZant,22,9,2,4,29.5,9.833333333333334,0,2
Paige VanZant,22,10,2,4,29.666600000000003,9.888866666666667,0,2
Geraldo Rivera,22,1,2,4,13.0,4.333333333333333,0,12
Geraldo Rivera,22,2,2,4,13.0,4.333333333333333,1,12
Nyle DiMarco,22,1,2,4,23.0,7.666666666666667,0,1
Nyle DiMarco,22,2,2,4,20.0,6.666666666666667,0,1
Nyle DiMarco,22,3,2,4,25.0,8.333333333333334,0,1
Nyle DiMarco,22,4,2,4,34.0,8.5,0,1
Nyle DiMarco,22,5,2,4,37.0,9.25,0,1
Nyle DiMarco,22,6,2,4,25.0,8.333333333333334,0,1
Nyle DiMarco,22,7,2,4,28.0,9.333333333333334,0,1
Nyle DiMarco,22,8,2,4,29.0,9.666666666666666,0,1
Nyle DiMarco,22,9,2,4,28.5,9.5,0,1
Nyle DiMarco,22,10,2,4,28.9998,9.6666,0,1
Ginger Zee,22,1,2,4,23.0,7.666666666666667,0,3
Ginger Zee,22,2,2,4,21.0,7.0,0,3
Ginger Zee,22,3,2,4,21.0,7.0,0,3
Ginger Zee,22,4,2,4,36.0,9.0,0,3
Ginger Zee,22,5,2,4,32.0,8.0,0,3
Ginger Zee,22,6,2,4,24.0,8.0,0,3
Ginger Zee,22,7,2,4,27.5,9.166666666666666,0,3
Ginger Zee,22,8,2,4,30.0,10.0,0,3
Ginger Zee,22,9,2,4,28.0,9.333333333333334,0,3
Ginger Zee,22,10,2,4,28.333199999999998,9.4444,0,3
Wanya Morris,22,1,2,4,23.0,7.666666666666667,0,4
Wanya Morris,22,2,2,4,24.0,8.0,0,4
Wanya Morris,22,3,2,4,24.0,8.0,0,4
Wanya Morris,22,4,2,4,35.0,8.75,0,4
Wanya Morris,22,5,2,4,30.0,7.5,0,4
Wanya Morris,22,6,2,4,29.0,9.666666666666666,0,4
Wanya Morris,22,7,2,4,27.5,9.166666666666666,0,4
Wanya Morris,22,8,2,4,25.0,8.333333333333334,0,4
Wanya Morris,22,9,2,4,30.0,10.0,1,4
Marla Maples,22,1,2,4,21.0,7.0,0,10
Marla Maples,22,2,2,4,20.0,6.666666666666667,0,10
Marla Maples,22,3,2,4,21.0,7.0,0,10
Marla Maples,22,4,2,4,28.0,7.0,1,10
Jake T. Austin,23,1,2,4,22.0,5.5,0,13
Jake T. Austin,23,2,2,4,24.0,6.0,1,13
Maureen McCormick,23,1,2,4,22.0,5.5,0,8
Maureen McCormick,23,2,2,4,26.0,6.5,0,8
Maureen McCormick,23,3,2,4,28.0,7.0,0,8
Maureen McCormick,23,4,2,4,24.0,8.0,0,8
Maureen McCormick,23,5,2,4,24.0,8.0,0,8
Maureen McCormick,23,6,2,4,31.0,7.75,0,8
Maureen McCormick,23,7,2,4,33.0,8.25,1,8
Marilu Henner,23,1,2,4,27.0,6.75,0,6
Marilu Henner,23,2,2,4,27.0,6.75,0,6
Marilu Henner,23,3,2,4,28.0,7.0,0,6
Marilu Henner,23,4,2,4,21.0,7.0,0,6
Marilu Henner,23,5,2,4,27.0,9.0,0,6
Marilu Henner,23,6,2,4,34.0,8.5,0,6
Marilu Henner,23,7,2,4,32.0,8.0,0,6
Marilu Henner,23,8,2,4,23.0,7.666666666666667,0,6
Marilu Henner,23,9,2,4,36.0,9.0,1,6
Ryan Lochte,23,1,2,4,24.0,6.0,0,7
Ryan Lochte,23,2,2,4,24.0,6.0,0,7
Ryan Lochte,23,3,2,4,25.0,6.25,0,7
Ryan Lochte,23,4,2,4,22.0,7.333333333333333,0,7
Ryan Lochte,23,5,2,4,24.0,8.0,0,7
Ryan Lochte,23,6,2,4,30.0,7.5,0,7
Ryan Lochte,23,7,2,4,33.0,8.25,0,7
Ryan Lochte,23,8,2,4,26.0,8.666666666666666,1,7
Calvin Johnson Jr.,23,1,2,4,26.0,6.5,0,3
Calvin Johnson Jr.,23,2,2,4,28.0,7.0,0,3
Calvin Johnson Jr.,23,3,2,4,32.0,8.0,0,3
Calvin Johnson Jr.,23,4,2,4,23.0,7.666666666666667,0,3
Calvin Johnson Jr.,23,5,2,4,24.0,8.0,0,3
Calvin Johnson Jr.,23,6,2,4,37.0,9.25,0,3
Calvin Johnson Jr.,23,7,2,4,37.0,9.25,0,3
Calvin Johnson Jr.,23,8,2,4,30.0,10.0,0,3
Calvin Johnson Jr.,23,9,2,4,37.0,9.25,0,3
Calvin Johnson Jr.,23,10,2,4,28.0,9.333333333333334,0,3
Calvin Johnson Jr.,23,11,2,4,38.3331,9.583275,0,3
Laurie Hernandez,23,1,2,4,31.0,7.75,0,1
Laurie Hernandez,23,2,2,4,32.0,8.0,0,1
Laurie Hernandez,23,3,2,4,31.0,7.75,0,1
Laurie Hernandez,23,4,2,4,30.0,10.0,0,1
Laurie Hernandez,23,5,2,4,25.0,8.333333333333334,0,1
Laurie Hernandez,23,6,2,4,37.0,9.25,0,1
Laurie Hernandez,23,7,2,4,34.5,8.625,0,1
Laurie Hernandez,23,8,2,4,33.0,11.0,0,1
Laurie Hernandez,23,9,2,4,40.0,10.0,0,1
Laurie Hernandez,23,10,2,4,30.0,10.0,0,1
Laurie Hernandez,23,11,2,4,39.333200000000005,9.833300000000001,0,1
Amber Rose,23,1,2,4,24.0,6.0,0,9
Amber Rose,23,2,2,4,24.0,6.0,0,9
Amber Rose,23,3,2,4,25.0,6.25,0,9
Amber Rose,23,4,2,4,24.0,8.0,0,9
Amber Rose,23,5,2,4,24.0,8.0,0,9
Amber Rose,23,6,2,4,28.0,7.0,1,9
Rick Perry,23,1,2,4,20.0,5.0,0,12
Rick Perry,23,2,2,4,22.0,5.5,0,12
Rick Perry,23,3,2,4,23.0,5.75,1,12
James Hinchcliffe,23,1,2,4,31.0,7.75,0,2
James Hinchcliffe,23,2,2,4,29.0,7.25,0,2
James Hinchcliffe,23,3,2,4,29.0,7.25,0,2
James Hinchcliffe,23,4,2,4,28.0,9.333333333333334,0,2
James Hinchcliffe,23,5,2,4,29.0,9.666666666666666,0,2
James Hinchcliffe,23,6,2,4,38.0,9.5,0,2
James Hinchcliffe,23,7,2,4,37.0,9.25,0,2
James Hinchcliffe,23,8,2,4,34.9998,11.6666,0,2
James Hinchcliffe,23,9,2,4,36.0,9.0,0,2
James Hinchcliffe,23,10,2,4,29.5,9.833333333333334,0,2
James Hinchcliffe,23,11,2,4,38.9998,9.74995,0,2
Babyface,23,1,2,4,26.0,6.5,0,11
Babyface,23,2,2,4,30.0,7.5,0,11
Babyface,23,3,2,4,25.0,6.25,0,11
Babyface,23,4,2,4,18.0,6.0,1,11
Vanilla Ice,23,1,2,4,25.0,6.25,0,10
Vanilla Ice,23,2,2,4,26.0,6.5,0,10
Vanilla Ice,23,3,2,4,23.0,5.75,0,10
Vanilla Ice,23,4,2,4,23.0,7.666666666666667,1,10
Jana Kramer,23,1,2,4,27.0,6.75,0,4
Jana Kramer,23,2,2,4,29.0,7.25,0,4
Jana Kramer,23,3,2,4,26.0,6.5,0,4
Jana Kramer,23,4,2,4,23.0,7.666666666666667,0,4
Jana Kramer,23,5,2,4,26.0,8.666666666666666,0,4
Jana Kramer,23,6,2,4,40.0,10.0,0,4
Jana Kramer,23,7,2,4,34.5,8.625,0,4
Jana Kramer,23,8,2,4,30.0,10.0,0,4
Jana Kramer,23,9,2,4,40.0,10.0,0,4
Jana Kramer,23,10,2,4,29.0,9.666666666666666,0,4
Jana Kramer,23,11,2,4,35.5,8.875,1,4
Terra Jole,23,1,2,4,25.0,6.25,0,5
Terra Jole,23,2,2,4,31.0,7.75,0,5
Terra Jole,23,3,2,4,30.0,7.5,0,5
Terra Jole,23,4,2,4,25.0,8.333333333333334,0,5
Terra Jole,23,5,2,4,27.0,9.0,0,5
Terra Jole,23,6,2,4,30.0,7.5,0,5
Terra Jole,23,7,2,4,34.5,8.625,0,5
Terra Jole,23,8,2,4,24.0,8.0,0,5
Terra Jole,23,9,2,4,38.0,9.5,0,5
Terra Jole,23,10,2,4,30.0,10.0,1,5
Charo,24,1,2,4,21.0,5.25,0,11
Charo,24,2,2,4,25.0,6.25,0,11
Charo,24,3,2,4,24.0,6.0,1,11
Mr. T,24,1,2,4,20.0,5.0,0,10
Mr. T,24,2,2,4,22.0,5.5,0,10
Mr. T,24,3,2,4,24.0,6.0,0,10
Mr. T,24,4,2,4,28.0,7.0,1,10
Heather Morris,24,1,2,4,28.0,7.0,0,8
Heather Morris,24,2,2,4,30.0,7.5,0,8
Heather Morris,24,3,2,4,33.0,8.25,0,8
Heather Morris,24,4,2,4,35.0,8.75,0,8
Heather Morris,24,5,2,4,34.0,8.5,0,8
Heather Morris,24,6,2,4,37.0,9.25,1,8
Nancy Kerrigan,24,1,2,4,28.0,7.0,0,7
Nancy Kerrigan,24,2,2,4,28.0,7.0,0,7
Nancy Kerrigan,24,3,2,4,33.0,8.25,0,7
Nancy Kerrigan,24,4,2,4,33.0,8.25,0,7
Nancy Kerrigan,24,5,2,4,36.0,9.0,0,7
Nancy Kerrigan,24,6,2,4,33.5,8.375,0,7
Nancy Kerrigan,24,7,2,4,36.0,9.0,1,7
Bonner Bolton,24,1,2,4,22.0,5.5,0,5
Bonner Bolton,24,2,2,4,28.0,7.0,0,5
Bonner Bolton,24,3,2,4,24.0,6.0,0,5
Bonner Bolton,24,4,2,4,32.0,8.0,0,5
Bonner Bolton,24,5,2,4,30.0,7.5,0,5
Bonner Bolton,24,6,2,4,31.5,7.875,0,5
Bonner Bolton,24,7,2,4,31.0,7.75,0,5
Bonner Bolton,24,8,2,4,29.0,7.25,1,5
Simone Biles,24,1,2,4,32.0,8.0,0,4
Simone Biles,24,2,2,4,29.0,7.25,0,4
Simone Biles,24,3,2,4,32.0,8.0,0,4
Simone Biles,24,4,2,4,36.0,9.0,0,4
